uid,lat_fixed,lon_fixed,date,abun,sensor,B2,B3,B4,B5,NDCI
gnee,38.38889147023144,-97.09306385727173,20160711,5.039999961853027,NONE,0,0,0,0,0
pkfu,38.38889147023144,-97.09306385727173,20130722,13.229999542236328,NONE,0,0,0,0,0
uakp,38.38889147023144,-97.09306385727173,20150713,12.28499984741211,L8,8367,9953,9732,12948,0.14179894
uxcc,38.38889147023144,-97.09306385727173,20140804,18.270000457763672,L8,9323,11192,12081,16900,0.16628136
ajmc,39.07775123737197,-96.90589754965438,20150908,5.985000133514404,L8,8241,8912,8565,8182,-0.022869768
bdob,39.07775123737197,-96.90589754965438,20211011,4.7230000495910645,S2,648,763,703,907,0.12670808
bqfv,39.07775123737197,-96.90589754965438,20210706,6.822000026702881,S2,778,985,945,1115,0.08252427
cwtc,39.07775123737197,-96.90589754965438,20150928,10.710000038146973,NONE,0,0,0,0,0
dvns,39.07775123737197,-96.90589754965438,20141006,8.505000114440918,L8,8057,8544,8156,8116,-0.0024582103
ejra,39.07775123737197,-96.90589754965438,20150914,9.449999809265137,L8,8241,8912,8565,8182,-0.022869768
eric,39.07775123737197,-96.90589754965438,20150713,6.929999828338623,L8,8206,9043,8762,8532,-0.01329941
iajb,39.07775123737197,-96.90589754965438,20170821,5.039999961853027,S2,700,844,829,1068,0.12598841
ityd,39.07775123737197,-96.90589754965438,20170905,0.5669999718666077,S2,638,816,817,961,0.080989875
kbnn,39.07775123737197,-96.90589754965438,20160705,4.409999847412109,L8,7657,8813,8440,7746,-0.04287656
kixq,39.07775123737197,-96.90589754965438,20150720,9.135000228881836,L8,8206,9043,8762,8532,-0.01329941
kyrb,39.07775123737197,-96.90589754965438,20160725,19.21500015258789,L8,7194,7989,7205,7570,0.024703892
leiv,39.07775123737197,-96.90589754965438,20141013,12.28499984741211,NONE,0,0,0,0,0
qdny,39.07775123737197,-96.90589754965438,20170814,8.505000114440918,S2,700,844,829,1068,0.12598841
qzjo,39.07775123737197,-96.90589754965438,20161003,18.584999084472656,S2,781,919,826,1023,0.10654408
rjca,39.07775123737197,-96.90589754965438,20150831,4.724999904632568,L8,9891,12487,12002,13906,0.07349081
rjus,39.07775123737197,-96.90589754965438,20140804,4.09499979019165,L8,45226,43960,43997,42791,-0.013895931
rkrm,39.07775123737197,-96.90589754965438,20150921,8.442000389099121,L8,8241,8912,8565,8182,-0.022869768
tfnd,39.07775123737197,-96.90589754965438,20170619,1.3229999542236328,S2,728,917,928,1124,0.09551657
vwci,39.07775123737197,-96.90589754965438,20170731,14.805000305175781,S2,1011,1228,1233,1412,0.06767486
ckau,37.72796797119076,-97.8292257683872,20130716,3.4649999141693115,L8,10829,12278,13062,13898,0.031008903
etdx,37.72796797119076,-97.8292257683872,20160711,7.244999885559082,S2,1245,1536,1489,1621,0.04244373
jell,37.72796797119076,-97.8292257683872,20160705,3.4649999141693115,S2,1966,2122,2068,2186,0.0277386
nfac,37.72796797119076,-97.8292257683872,20160613,2.0160000324249268,S2,656,856,751,709,-0.028767124
qxcv,37.72796797119076,-97.8292257683872,20160725,1.0709999799728394,S2,1245,1536,1489,1621,0.04244373
twov,37.72796797119076,-97.8292257683872,20200720,2.2100000381469727,S2,837,1085,1005,1124,0.055894785
dwaf,38.919720696037864,-94.626668178095,20130903,0.8820000290870667,L8,8851,9958,9876,12305,0.109508134
uirp,38.078230358938924,-97.58332864079493,20130812,19.530000686645508,L8,7734,9025,8519,9216,0.039300818
tfyz,37.83479465512816,-95.80003602929875,20190708,14.805000305175781,S2,1098,1335,1294,1435,0.051667277
ifeo,38.047721189531245,-97.20233858768746,20130812,16.3799991607666,L8,7907,8906,9023,8742,-0.015817618
soxl,39.12512918606484,-95.14784790922175,20160830,17.010000228881836,S2,4291,4291,4208,5060,0.09192922
uibi,38.81807994662561,-95.64282150345743,20200630,17.993000030517578,S2,480,755,760,1075,0.17166212
ktsx,39.895889262254016,-98.04562594251094,20150615,9.765000343322754,L8,8554,10025,9607,10293,0.03447236
vslf,38.92384982361335,-94.62477751924834,20181015,7.685999870300293,S2,274,496,419,753,0.28498295
xlkc,39.67322851025124,-95.51803356047674,20131007,14.175000190734863,L8,7712,11086,12454,20553,0.24537219
naqi,39.80482104143949,-99.9391475320483,20150615,14.175000190734863,L8,8741,9689,9028,8562,-0.026492326
nhna,39.80482104143949,-99.9391475320483,20140714,5.985000133514404,L8,7814,8638,8076,7902,-0.0108899735
urbn,39.80482104143949,-99.9391475320483,20210628,2.0989999771118164,S2,1704,1862,1758,2015,0.068115555
vtgt,39.80482104143949,-99.9391475320483,20150608,15.75,L8,8741,9689,9028,8562,-0.026492326
cmvq,37.614301026237364,-97.62981031017607,20161010,17.325000762939453,L8,9121,11117,12104,12699,0.023989033
sswk,39.40017991634454,-99.45699385334132,20180625,10.395000457763672,S2,303,509,342,549,0.23232323
xjck,39.40017991634454,-99.45699385334132,20171030,4.09499979019165,S2,702,1011,980,1248,0.120287254
rvqn,39.826407549639214,-95.52873540300499,20131028,2.8350000381469727,NONE,0,0,0,0,0
xgpn,39.826407549639214,-95.52873540300499,20191014,3.4649999141693115,S2,367,575,735,850,0.07255521
uaso,38.31806310909852,-96.99138743505105,20210517,12.463000297546387,L8,25282,24867,24549,27665,0.05967748
savd,39.66513078273819,-99.17397916858016,20180618,3.936000108718872,S2,1243,1583,1561,1758,0.05935523
sgns,38.78091779844618,-95.54975114626988,20171030,16.3799991607666,S2,426,613,621,652,0.024351925
vvkd,38.78091779844618,-95.54975114626988,20210809,17.448999404907227,S2,651,802,599,805,0.14672364
aqox,38.37611168661227,-97.07582943170014,20160620,11.970000267028809,S2,653,838,749,630,-0.08629441
eggj,38.37611168661227,-97.07582943170014,20140804,12.28499984741211,L8,8260,9246,8969,8164,-0.04698535
hvdw,38.37611168661227,-97.07582943170014,20160613,1.5750000476837158,S2,653,838,749,630,-0.08629441
jisc,38.37611168661227,-97.07582943170014,20170605,12.914999961853027,S2,444,632,478,388,-0.1039261
kngn,38.37611168661227,-97.07582943170014,20160711,0.9449999928474426,NONE,0,0,0,0,0
kzmf,38.37611168661227,-97.07582943170014,20130617,4.09499979019165,L8,9604,11009,10607,11086,0.022080855
nyep,38.37611168661227,-97.07582943170014,20150713,11.34000015258789,L8,9009,10212,10045,10235,0.009368836
qpwy,38.37611168661227,-97.07582943170014,20130715,2.7720000743865967,L8,6797,10437,10031,11288,0.05896149
wefc,38.37611168661227,-97.07582943170014,20151019,13.545000076293945,L8,8477,9271,9004,8090,-0.053469054
ykkp,38.37611168661227,-97.07582943170014,20140728,18.270000457763672,L8,9043,9980,9824,9162,-0.034867797
ytqt,38.37611168661227,-97.07582943170014,20150706,11.970000267028809,L8,9009,10212,10045,10235,0.009368836
ytsq,38.37611168661227,-97.07582943170014,20130722,2.3310000896453857,NONE,0,0,0,0,0
xhth,37.4860439026371,-97.22696620280564,20140714,15.75,NONE,0,0,0,0,0
fkrh,39.537997352603405,-95.15009975525376,20141027,12.914999961853027,L8,8286,9075,9321,7982,-0.077385426
jdvp,37.84179990288312,-97.36689725296382,20160808,11.024999618530273,S2,191,302,224,451,0.3362963
fext,39.90733131555716,-98.08854479015035,20200826,7.739999771118164,S2,804,1214,1283,1705,0.1412316
sgpv,39.89305327398402,-98.06759593340126,20150810,2.8350000381469727,L8,8894,10406,10271,17825,0.2688639
eeeb,37.78240021775017,-97.53105014004433,20130923,10.395000457763672,L8,9274,10627,10768,14548,0.14931269
feku,39.016884507992444,-96.82207090895065,20211018,15.218000411987305,S2,411,599,522,929,0.2804962
ehsk,39.902952478322675,-98.03965074709933,20190617,18.584999084472656,S2,273,414,267,446,0.2510519
zers,37.70560112030667,-96.97333253488564,20190624,7.875,S2,489,717,677,885,0.13316262
talw,37.164587307694184,-100.43541872469052,20140707,7.559999942779541,L8,9179,10755,10654,10860,0.00957516
wtou,37.164587307694184,-100.43541872469052,20130903,18.899999618530273,L8,9995,11694,12160,12824,0.026577009
qttk,38.96950210019853,-94.75820274096955,20130930,14.489999771118164,NONE,0,0,0,0,0
vlkd,38.96950210019853,-94.75820274096955,20211025,4.985000133514404,S2,226,297,228,302,0.13962264
gyzc,39.21067258067415,-96.97297580680137,20140728,7.559999942779541,L8,9437,10451,10186,9253,-0.047996297
jhkd,39.21067258067415,-96.97297580680137,20141013,5.355000019073486,NONE,0,0,0,0,0
kyxh,39.21067258067415,-96.97297580680137,20170905,12.28499984741211,S2,380,555,469,439,-0.033039648
mzih,39.21067258067415,-96.97297580680137,20160725,7.559999942779541,S2,1255,1587,1484,1900,0.12293144
tjlb,39.21067258067415,-96.97297580680137,20150810,4.724999904632568,L8,8162,9928,8760,9933,0.062750764
wcvw,39.21067258067415,-96.97297580680137,20140707,10.710000038146973,L8,9022,10057,9620,8652,-0.052977234
uxen,37.21452923949278,-97.52800011492378,20160705,1.3229999542236328,L8,10215,12056,12584,16796,0.14336284
szqh,38.84318022645546,-94.84442837804002,20140818,17.010000228881836,L8,8326,9440,8945,13139,0.18991125
dgos,39.15057727577685,-96.93034680073042,20150831,16.065000534057617,L8,7787,9036,8540,10759,0.11498005
lpaf,39.15057727577685,-96.93034680073042,20170905,2.2049999237060547,S2,520,751,680,981,0.18121614
vfps,38.66527993082718,-96.99194482268273,20210719,8.395999908447266,S2,336,491,387,568,0.1895288
vngx,38.66527993082718,-96.99194482268273,20140707,1.5750000476837158,L8,9365,10657,10506,14493,0.15948638
kxdi,39.39919891411279,-99.42481252103858,20170612,9.449999809265137,S2,264,443,305,496,0.23845193
luys,39.39919891411279,-99.42481252103858,20160620,4.09499979019165,S2,1565,2024,2365,3037,0.12439837
srii,39.39919891411279,-99.42481252103858,20170925,13.545000076293945,S2,592,772,602,1044,0.26852977
ozoy,38.65485009346317,-94.92411697296616,20210607,2.755000114440918,S2,1091,1509,1942,2257,0.07501786
vpqb,39.22602080650011,-95.44557316835824,20210607,11.151000022888184,S2,1307,1589,1829,1937,0.028677642
kqdn,38.87680184839844,-94.70285637869418,20140915,19.844999313354492,NONE,0,0,0,0,0
fbib,37.56845254920584,-97.36165780922603,20190909,10.710000038146973,S2,576,758,631,936,0.19463944
xxzf,37.56845254920584,-97.36165780922603,20140902,4.09499979019165,L8,8571,9665,9420,17883,0.30996594
atab,39.21155102358168,-97.00559413100731,20160711,6.300000190734863,S2,894,1254,1350,1911,0.17203312
gniq,39.21155102358168,-97.00559413100731,20170905,3.1500000953674316,S2,771,1121,1263,1738,0.15828057
hnbl,39.21155102358168,-97.00559413100731,20130708,8.819999694824219,L8,9529,10710,10915,18620,0.26087692
ihek,39.21155102358168,-97.00559413100731,20130722,5.480999946594238,NONE,0,0,0,0,0
legu,39.21155102358168,-97.00559413100731,20140623,11.654999732971191,L8,20336,22802,22558,26704,0.084162235
mwji,39.21155102358168,-97.00559413100731,20160705,18.899999618530273,S2,858,1275,1456,1955,0.1462914
oxtb,39.21155102358168,-97.00559413100731,20130916,13.229999542236328,L8,9036,10231,10240,17280,0.25581396
vcmx,39.21155102358168,-97.00559413100731,20160906,15.4350004196167,S2,754,1145,1125,1768,0.22226062
wpel,39.21155102358168,-97.00559413100731,20151102,17.639999389648438,NONE,0,0,0,0,0
xvtx,39.21155102358168,-97.00559413100731,20150824,7.875,L8,16919,19147,19456,23644,0.09716938
amuw,38.06283754210242,-100.05499051831578,20130610,1.1970000267028809,L8,9589,11057,11378,12423,0.043905716
bxbu,37.61016298045976,-97.62434345228452,20161010,3.4649999141693115,L8,9458,11154,12243,12353,0.004472272
ccsf,39.165216504535316,-96.9110478113711,20151012,15.75,L8,8913,9870,9661,9680,9.823691E-4
dtrg,39.165216504535316,-96.9110478113711,20150908,6.614999771118164,L8,9082,9957,9685,9290,-0.020816864
hnov,39.165216504535316,-96.9110478113711,20151005,6.614999771118164,NONE,0,0,0,0,0
iazo,39.165216504535316,-96.9110478113711,20130722,5.480999946594238,NONE,0,0,0,0,0
ifff,39.165216504535316,-96.9110478113711,20160801,15.309000015258789,L8,13951,16412,16105,21717,0.14837925
niho,39.165216504535316,-96.9110478113711,20150831,15.75,L8,8582,10099,9644,9477,-0.008733853
syxd,39.165216504535316,-96.9110478113711,20140707,12.914999961853027,L8,9251,10317,9893,9278,-0.032079704
vbfo,39.165216504535316,-96.9110478113711,20170905,6.929999828338623,S2,226,390,293,347,0.084375
xzqn,39.165216504535316,-96.9110478113711,20151019,10.395000457763672,L8,8913,9870,9661,9680,9.823691E-4
zuna,39.165216504535316,-96.9110478113711,20130916,5.039999961853027,L8,8658,9923,9393,9566,0.009124954
ayyk,39.63750219261104,-95.4570018443582,20191014,1.7009999752044678,S2,277,498,472,929,0.32619557
kaou,39.63750219261104,-95.4570018443582,20150831,4.09499979019165,L8,8489,9168,9255,10454,0.060835153
ybef,39.63750219261104,-95.4570018443582,20140818,14.175000190734863,L8,8282,9232,9460,10813,0.066739015
kfyx,39.84500200103209,-95.37599781462133,20141027,1.8899999856948853,L8,8135,8868,8390,7666,-0.045092177
slhq,39.84500200103209,-95.37599781462133,20151026,0.9449999928474426,L8,10246,11902,12602,13803,0.04548381
upwu,37.70127133318377,-97.0507960383861,20170814,5.670000076293945,S2,519,613,531,929,0.27260274
fged,39.644601081488126,-99.14856675167655,20170705,0.7559999823570251,S2,2902,2413,1719,2139,0.108864695
iajq,39.15216025665083,-95.47788381459151,20130716,7.875,L8,9608,11610,11513,13375,0.07481517
rcog,39.47231925318719,-95.74270536705461,20191014,5.985000133514404,S2,310,486,470,619,0.13682278
euxm,39.79218840815508,-99.97104794098466,20170705,5.039999961853027,S2,1218,1374,1321,1419,0.035766423
jvnv,39.79218840815508,-99.97104794098466,20150615,11.970000267028809,L8,8643,9907,9546,9862,0.016281946
kavp,39.79218840815508,-99.97104794098466,20160620,10.710000038146973,S2,392,512,371,460,0.10709988
ppmo,39.79218840815508,-99.97104794098466,20180625,3.7799999713897705,S2,234,403,200,255,0.12087912
satf,38.1406934464956,-97.768804949113,20130729,0.9449999928474426,L8,8670,9989,10302,14048,0.15383984
zycl,38.1406934464956,-97.768804949113,20210913,4.328999996185303,S2,469,526,450,600,0.14285715
reym,37.20460328054781,-97.5321738335098,20160705,5.355000019073486,L8,16332,19076,19520,24784,0.11881546
mcbf,37.78396982132098,-97.8486317761718,20160711,13.859999656677246,S2,689,1055,1333,1823,0.15525982
qqhk,37.78396982132098,-97.8486317761718,20130716,3.2760000228881836,L8,9206,10263,10682,17366,0.23830576
vlmn,37.78396982132098,-97.8486317761718,20160620,9.449999809265137,S2,869,1237,1685,2026,0.09188898
zyhn,37.78396982132098,-97.8486317761718,20160725,2.1419999599456787,S2,689,1055,1333,1823,0.15525982
cndf,37.16633973440819,-100.43142782924768,20140707,2.2049999237060547,L8,8297,10048,8834,8143,-0.040702127
xcdb,37.16633973440819,-100.43142782924768,20130903,8.1899995803833,L8,8536,10122,9272,9197,-0.004060859
aajk,37.74668281831205,-97.77935964130651,20211018,13.119000434875488,S2,777,1118,1192,1070,-0.05393457
dxsf,37.74668281831205,-97.77935964130651,20160711,19.025999069213867,S2,1157,1485,1607,1717,0.03309266
licr,37.74668281831205,-97.77935964130651,20130716,3.2760000228881836,NONE,0,0,0,0,0
qdmn,37.74668281831205,-97.77935964130651,20160705,1.0080000162124634,S2,1129,1461,1555,1637,0.025689224
tgoi,37.74668281831205,-97.77935964130651,20160620,11.970000267028809,S2,819,1131,1194,1132,-0.026655203
qrij,39.816923041698544,-101.04022889607464,20210726,2.3610000610351562,S2,215,561,212,386,0.2909699
bsrk,38.383027752346166,-94.71208671787481,20180827,1.2599999904632568,S2,2564,3076,3464,4241,0.10084361
equo,38.36471868342072,-97.10193746836808,20150622,3.7170000076293945,L8,8340,9543,9328,11773,0.11587129
fncc,38.36471868342072,-97.10193746836808,20140630,7.559999942779541,L8,8747,10189,9812,11721,0.08865462
gynv,38.36471868342072,-97.10193746836808,20150629,0.7559999823570251,L8,8340,9543,9328,11773,0.11587129
hukk,38.36471868342072,-97.10193746836808,20160613,5.985000133514404,S2,451,622,537,513,-0.022857143
lgif,38.36471868342072,-97.10193746836808,20130617,17.639999389648438,L8,15843,16550,16817,21115,0.11330803
ovxj,38.36471868342072,-97.10193746836808,20130722,1.8899999856948853,NONE,0,0,0,0,0
qdgm,38.36471868342072,-97.10193746836808,20140804,4.724999904632568,L8,8543,9543,9316,11615,0.109837085
ulji,38.36471868342072,-97.10193746836808,20150706,10.395000457763672,L8,8384,9671,9418,11909,0.1168003
uylu,38.36471868342072,-97.10193746836808,20150713,3.4649999141693115,L8,8384,9671,9418,11909,0.1168003
vlyf,38.36471868342072,-97.10193746836808,20160606,8.567999839782715,S2,451,622,537,513,-0.022857143
udeh,38.97249861610644,-94.67292689242346,20130917,11.34000015258789,L8,8560,8977,8736,10971,0.11341148
unep,39.76042623135138,-99.12676620662627,20210802,10.494999885559082,S2,362,452,352,570,0.23644252
rtsi,37.995487279791185,-97.36323633099896,20191007,11.592000007629395,S2,504,837,840,1342,0.23006417
hepy,37.25450953953798,-95.7807994673542,20170906,0.9449999928474426,S2,604,745,548,592,0.038596492
lxtz,37.10221786125964,-96.79779110371463,20171030,12.914999961853027,S2,571,839,956,1266,0.13951395
zvaq,38.54069710649495,-99.27800107795493,20141027,11.34000015258789,L8,8919,9883,9992,13995,0.16688207
cvez,38.657637031621576,-95.60449552990303,20181015,2.2049999237060547,S2,590,861,1054,1248,0.084274545
gtur,39.41590270665899,-99.43132726767766,20180625,11.654999732971191,S2,368,509,395,395,0.0
pnoo,39.41590270665899,-99.43132726767766,20170905,13.229999542236328,S2,460,523,396,381,-0.019305019
qtud,39.41590270665899,-99.43132726767766,20160620,2.8350000381469727,S2,1085,1582,1506,1885,0.11176644
wead,39.41590270665899,-99.43132726767766,20191007,8.505000114440918,S2,483,651,518,502,-0.015686275
jajs,39.11555549610309,-96.89888784279836,20210628,9.052000045776367,S2,499,567,431,486,0.05997819
pxjv,39.11555549610309,-96.89888784279836,20130916,1.5750000476837158,L8,8323,9279,8817,9256,0.024290377
afuh,39.20983872877715,-96.96101203867498,20130903,18.836999893188477,L8,8782,10104,9757,14197,0.18535526
koij,39.08555020511446,-96.94027721877644,20140630,18.270000457763672,L8,9595,10392,10111,10038,-0.0036230085
awts,39.03917555415862,-95.69083710360091,20181023,10.732000350952148,S2,275,462,345,292,-0.08320251
bbcs,39.03917555415862,-95.69083710360091,20180510,14.168999671936035,S2,500,659,632,653,0.016342413
bgnz,39.03917555415862,-95.69083710360091,20181010,6.297999858856201,S2,275,462,345,292,-0.08320251
ddzj,39.03917555415862,-95.69083710360091,20170622,7.923999786376953,S2,442,609,486,586,0.09328358
duxo,39.03917555415862,-95.69083710360091,20170525,1.3639999628067017,NONE,0,0,0,0,0
hnyh,39.03917555415862,-95.69083710360091,20170424,3.3580000400543213,NONE,0,0,0,0,0
riyk,39.03917555415862,-95.69083710360091,20191021,12.914999961853027,S2,260,389,410,367,-0.055341054
vncs,39.03917555415862,-95.69083710360091,20180314,6.559999942779541,S2,326,439,383,367,-0.021333333
wyjr,39.03917555415862,-95.69083710360091,20180426,6.296999931335449,S2,500,659,632,653,0.016342413
bilt,37.54600097540173,-121.95500027671082,20150206,0.3310000002384186,L8,9148,10861,11000,14435,0.13505013
rxxp,34.78239729281074,-120.52899759622305,20210421,0.0,S2,954,1050,1213,1286,0.029211685
solv,36.98179983731133,-120.22099856825943,20130212,12.791000366210938,NONE,0,0,0,0,0
fnkp,37.88169993910935,-121.24899972512085,20140211,1.5694999694824219,NONE,0,0,0,0,0
mbiv,37.82080199602244,-121.49999806431826,20140128,14.595499992370605,L8,9800,10643,11406,13748,0.09310646
cont,37.48059934025084,-121.03099873371893,20130212,0.0,NONE,0,0,0,0,0
brpt,34.955200835934924,-120.48699732340066,20200928,0.0,S2,1365,1480,1606,1793,0.055016182
wnqv,36.87540122707506,-121.56099856672942,20211213,12.0,S2,435,556,709,788,0.052772213
pzdn,41.377265059623475,-72.31362080732136,20190709,8.002799987792969,S2,1042,1008,881,1098,0.10965134
aqjj,41.955298329181666,-73.44480110345845,20191104,5.8968000411987305,S2,89,127,45,31,-0.18421052
jexg,41.955298329181666,-73.44480110345845,20200722,3.3696000576019287,S2,630,700,575,603,0.0237691
kwhr,41.955298329181666,-73.44480110345845,20160519,0.0,S2,431,401,277,303,0.044827588
pnjm,41.955298329181666,-73.44480110345845,20201110,7.792200088500977,S2,95,156,80,63,-0.11888112
xqrh,41.955298329181666,-73.44480110345845,20211102,19.164600372314453,S2,78,80,26,18,-0.18181819
copu,41.914109612750984,-72.70471964251698,20190909,11.793600082397461,L8,7736,8596,8147,11181,0.15697433
igqc,41.56685265911284,-71.87885399550933,20190723,18.95400047302246,S2,161,239,203,460,0.38763198
drca,41.343442778133095,-73.12438793816204,20180917,15.163200378417969,NONE,0,0,0,0,0
spmf,41.343442778133095,-73.12438793816204,20180827,9.47700023651123,S2,633,664,631,850,0.14787306
ywmf,41.343442778133095,-73.12438793816204,20190826,1.4742000102996826,S2,275,320,281,279,-0.0035714286
zgdc,41.343442778133095,-73.12438793816204,20210816,14.95259952545166,S2,381,403,352,458,0.1308642
ayrx,41.707666611279606,-73.38296229004926,20180710,6.94980001449585,S2,169,224,171,282,0.24503312
fxjj,41.707666611279606,-73.38296229004926,20190625,1.0529999732971191,S2,291,360,273,423,0.21551724
hkoo,41.707666611279606,-73.38296229004926,20170831,17.690399169921875,S2,3530,3546,3472,3942,0.06339358
hpzr,41.707666611279606,-73.38296229004926,20190716,10.951199531555176,S2,476,400,312,350,0.057401814
hudt,41.707666611279606,-73.38296229004926,20150804,2.9484000205993652,S2,210,260,174,280,0.23348017
ilnk,41.707666611279606,-73.38296229004926,20190806,14.320799827575684,S2,466,425,296,404,0.15428571
qpjw,41.707666611279606,-73.38296229004926,20190723,17.479799270629883,S2,466,425,296,404,0.15428571
vtvl,41.707666611279606,-73.38296229004926,20170720,10.3193998336792,S2,691,769,423,792,0.3037037
wcsl,41.707666611279606,-73.38296229004926,20190618,14.95259952545166,S2,291,360,273,423,0.21551724
apwq,41.697709438627264,-73.28028702919262,20170831,9.266400337219238,S2,411,409,265,326,0.10321489
cbmx,41.697709438627264,-73.28028702919262,20170720,15.584400177001953,S2,6553,5377,4712,4962,0.025842464
cofr,41.697709438627264,-73.28028702919262,20150714,8.002799987792969,NONE,0,0,0,0,0
edqh,41.697709438627264,-73.28028702919262,20180724,6.317999839782715,NONE,0,0,0,0,0
ghpb,41.697709438627264,-73.28028702919262,20150901,16.21619987487793,S2,386,410,247,246,-0.0020283975
idrd,41.697709438627264,-73.28028702919262,20190625,0.6317999958992004,S2,277,343,234,238,0.008474576
jlhc,41.697709438627264,-73.28028702919262,20190618,4.211999893188477,S2,277,343,234,238,0.008474576
mgxt,41.697709438627264,-73.28028702919262,20170810,10.529999732971191,S2,259,273,173,156,-0.051671732
nhqn,41.697709438627264,-73.28028702919262,20190709,7.160399913787842,S2,1233,1055,834,908,0.04247991
oezq,41.697709438627264,-73.28028702919262,20150825,8.002799987792969,S2,386,410,247,246,-0.0020283975
owmb,41.697709438627264,-73.28028702919262,20160830,0.0,L8,8682,9850,9770,11701,0.08993526
pskh,41.697709438627264,-73.28028702919262,20180814,6.94980001449585,S2,842,757,588,606,0.015075377
rdnj,41.697709438627264,-73.28028702919262,20190813,3.1589999198913574,S2,326,316,229,247,0.037815128
sqxv,41.697709438627264,-73.28028702919262,20190730,7.370999813079834,S2,547,510,336,326,-0.01510574
vmec,41.697709438627264,-73.28028702919262,20190806,3.1589999198913574,S2,547,510,336,326,-0.01510574
wojn,41.697709438627264,-73.28028702919262,20170817,0.0,S2,411,409,265,326,0.10321489
ysqh,41.697709438627264,-73.28028702919262,20150811,3.580199956893921,S2,2848,2787,2347,4084,0.27009797
xpmm,41.69982751162765,-73.2208159984428,20160505,8.48717975616455,S2,89,129,87,69,-0.115384616
krgi,41.51150183773642,-73.47279979897303,20160512,6.160049915313721,S2,1186,1440,1324,1733,0.1337913
