NIR,SWIR,blue,cyanobacteria_abundance,green,longitude,latitude,ndci,ndti,ndvi,ndwi,red,red_edge,caml_sample_date,satellite_date,temp_c,log_abundance,days_diff_caml_to_sat,is_s2,precip_3d_mm,wind_speed_ms,solar_rad_wm2,nutrients_date,TN_mgL,TP_mgL,days_diff_caml_to_nutrients
0.1508,0.1923,0.1125,4820.0,0.1262,-121.75000202398076,36.904398761225615,0.0243055763306606,-0.0536182769851625,0.0353587574589588,-0.0888086642599277,0.1404999941587448,0.1475,2018-09-27,2018-09-22,38.39735912000003,3.683137131483007,5,1,0.2,0.76,4.5444,2018-09-27,8.3755,0.263,0.0
0.065,0.1446,0.0134,7582.5,0.0257,-121.59600250999898,36.9003008473575,0.6967170325361964,-0.062043810311209,0.381509020342628,-0.4332965821389195,0.0291000008583068,0.1628,2018-09-26,2018-09-22,33.52326260000001,3.879869691102249,4,1,0.1,0.69,4.9075,2018-09-26,11.18,0.349,0.0
0.1096,0.2031,0.0352,6337.5,0.0579,-121.74400453306389,36.91279970761031,0.4303160854620193,-0.1559766841583341,0.1604023215124097,-0.3086567164179104,0.0793000012636184,0.1991,2018-09-27,2018-09-22,34.68538940000002,3.8019864946643342,5,1,0.2,0.76,4.5444,2018-09-27,8.3755,0.263,0.0
0.1374,0.2007,0.0454,9515.0,0.0794,-121.5100042870822,36.9766986257062,0.7328751444385413,0.1532316656812724,0.4041900891343389,-0.2675276752767527,0.0582999996840953,0.3782,2018-09-26,2018-09-22,30.67605193999998,3.9784544333652287,4,1,0.0,1.15,4.9075,2018-09-26,23.009999999999998,1.1535,0.0
0.1426,0.2397,0.068,1265.0,0.0921,-121.49099513929136,36.96340158636481,0.227086620669448,-0.1424580938482301,0.0750094301052795,-0.2151682999573924,0.122699998319149,0.1948,2018-09-26,2018-09-22,31.11014048000004,3.1024337056813365,4,1,0.0,1.15,4.9075,2018-09-26,23.009999999999998,1.1535,0.0
0.1566,0.2586,0.0683,4717.5,0.1047,-121.56099856672942,36.87540122707506,0.442233008331648,-0.0464480891398834,0.1535911585494954,-0.1986222732491389,0.1149000003933906,0.2971,2018-09-26,2018-09-22,38.01112286,3.673803959384559,4,1,0.0,1.15,4.9075,2018-09-26,55.775,0.225,0.0
0.5949,0.5281,0.6209,5997.5,0.5773,-121.74500337169984,36.8739029691211,0.0573259394223804,0.0160155123164237,0.0310225551237938,-0.0150145026445998,0.5590999722480774,0.6271,2019-05-30,2019-05-30,23.342004394531273,3.778042663189203,0,1,0.8999999999999999,1.16,7.8266,2019-05-30,9.9,,0.0
0.1696,0.2222,0.1406,6197.5,0.1471,-121.49099513929136,36.96340158636481,0.2086570480445796,0.015533310655329,0.0864830240346415,-0.0710451531417745,0.1425999999046325,0.2178,2019-05-29,2019-05-30,24.047998046875023,3.7922866055403506,1,1,4.119999999999999,2.73,7.0997,2019-05-29,19.0465,0.34850000000000003,0.0
0.3729,0.4578,0.3143,5217.5,0.3268,-121.5100042870822,36.9766986257062,0.0866693433108203,-0.0180288654293643,0.0479134274394502,-0.065885379448335,0.3388000130653381,0.4031,2019-05-29,2019-05-30,24.047998046875023,3.71754568780327,1,1,4.119999999999999,2.73,7.0997,2019-05-29,19.0465,0.34850000000000003,0.0
0.0611,0.057,0.0795,5107.5,0.083,-121.5619974053654,38.12970176239885,-0.1532329443271346,0.1208642861241129,-0.0316957157725909,0.1519777931991672,0.0650999993085861,0.0478,2021-06-15,2021-06-13,29.985879516601585,3.708293397717032,2,1,0.0,3.01,8.9477,2021-06-15,0.031,,0.0
0.2456,0.3324,0.1494,8372.5,0.1932,-121.79399997407512,38.30700007938491,0.1421101793365846,-0.0863088180945953,0.0334525582501542,-0.1194165907019143,0.2296999990940094,0.3058,2021-06-15,2021-06-13,34.689004516601585,3.9229070246560007,2,1,0.01,1.72,8.9477,2021-06-15,0.186,,0.0
0.148,0.2352,0.0532,1947.1519775390625,0.1019,-121.5010013620553,38.15259924630829,0.6518256801433696,0.1592719047600403,0.3339342090396915,-0.1844737895158062,0.0738999992609024,0.3506,2021-06-09,2021-06-13,36.53453822000006,3.289622833667872,4,1,0.0,3.81,8.8226,2021-06-09,0.21,,0.0
0.1112,0.1527,0.0853,4762.5,0.0957,-121.37400170495208,37.971800534995275,0.0933082164562235,-0.002605506919466,0.0723240282749262,-0.0749154180763654,0.0961999967694282,0.116,2021-06-16,2021-06-13,35.51938628000005,3.6779261695536105,3,1,0.0,2.68,7.9728,2021-06-16,0.041999999999999996,,0.0
0.0491,0.0541,0.0702,5300.0,0.0745,-121.64800454648424,38.18460221456888,-0.1457696349270649,0.1400152901052807,-0.0674264130593278,0.2055016181229773,0.0562000013887882,0.0419,2021-06-15,2021-06-13,31.478067016601585,3.7243578042264263,2,1,0.06,3.26,8.9477,2021-06-15,0.29,0.14250000000000002,0.0
0.076,0.0506,0.0774,673.7750244140625,0.0824,-84.56553604379032,30.434582024355713,-0.1982684097703598,0.0870712282237009,0.0468319439765145,0.0404040404040404,0.0692000016570091,0.0463,2017-06-27,2017-07-01,31.29471355999999,2.829158999584116,4,1,23.79,0.24,4.6805,2017-06-27,0.853,0.0429725,0.0
0.2212,0.2725,0.2023,2083.925048828125,0.2131,-121.57000149175632,37.979198183642936,0.222697233494128,0.0317114425690155,0.0503323762340113,-0.0186507022795302,0.2000000029802322,0.3146,2021-08-17,2021-08-17,38.57509616000005,3.319090447096137,0,1,0.0,4.32,7.1148,2021-08-17,0.055,,0.0
0.2694,0.2295,0.2542,2009.0255126953125,0.2715,-121.46399528241274,37.96739940225552,0.0936222900467264,0.0311431595255471,0.0272640378494297,0.0038824181919024,0.2551000118255615,0.3078,2021-08-17,2021-08-17,35.119477940000024,3.3032015698346555,0,1,0.0,3.4,7.1148,2021-08-17,0.75,,0.0
0.2318,0.1819,0.2208,2660.3255,0.2311,-121.5010013620553,38.15259924630829,0.1963470345683229,0.0449920895227188,0.0465011313716151,-0.0015122056599697,0.2111999988555908,0.3144,2021-08-17,2021-08-17,20.380975700000025,3.425097995261137,0,1,0.0,3.4,6.3898,2021-08-17,0.18,,0.0
0.6653,0.5546,0.6959,7382.5,0.656,-121.80100076272902,36.890499743242025,0.0337113279475122,0.0197419748919977,0.0267767768097788,-0.0070385226670702,0.6305999755859375,0.6746,2019-05-30,2019-05-30,22.494348144531273,3.868262279215955,0,1,0.8999999999999999,1.16,7.8266,2019-05-30,2.795,0.66,0.0
0.1802,0.2937,0.1111,6765.0,0.1378,-121.56099856672942,36.87540122707506,0.2089740249689845,-0.0648116841608327,0.0691189445328463,-0.1333333333333333,0.1569000035524368,0.2398,2019-05-29,2019-05-30,22.481591796875023,3.8303319934519617,1,1,4.119999999999999,2.73,7.0997,2019-05-29,47.2,1.22,0.0
0.3661,0.4352,0.3138,6515.0,0.3224,-121.53299541211376,36.98930004528323,0.1384899116086545,-0.0069305487502895,0.0565656484232765,-0.0634713144517065,0.3269000053405761,0.432,2019-05-29,2019-05-30,24.047998046875023,3.813981075636472,1,1,4.119999999999999,2.73,7.0997,2019-05-29,19.906,0.101,0.0
0.7772,0.6148,0.815,6172.5,0.7618,-121.75000202398076,36.904398761225615,-0.0011422460276321,0.0111494526005201,0.0211535902842992,-0.0100064977257959,0.7450000047683716,0.7433,2019-05-30,2019-05-30,22.494348144531273,3.790531452480991,0,1,0.8999999999999999,1.16,7.8266,2019-05-30,5.09,0.158,0.0
0.6852,0.5667,0.6931,6575.0,0.6582,-121.59600250999898,36.9003008473575,0.0427032915713417,0.0105166060131517,0.0306083946066288,-0.0200982581509602,0.6445000171661377,0.702,2019-05-30,2019-05-30,24.451379394531273,3.817961804531994,0,1,0.8999999999999999,1.16,7.8266,2019-05-30,8.349,0.186,0.0
0.6975,0.5705,0.7358,6270.0,0.6879,-121.74400453306389,36.91279970761031,0.0101609539848664,0.0152007189558209,0.0221277948612983,-0.0069294066695539,0.6672999858856201,0.681,2019-05-30,2019-05-30,23.342004394531273,3.7973368007753496,0,1,0.8999999999999999,1.16,7.8266,2019-05-30,5.09,0.158,0.0
0.1692,0.252,0.1005,7375.0,0.1172,-121.74500337169984,36.8739029691211,0.1332357184144199,-0.1161387695544174,0.0668347981247607,-0.1815642458100558,0.1480000019073486,0.1935,2018-09-27,2018-09-22,35.58432865999998,3.867820908045573,5,1,0.2,0.76,4.5444,2018-09-27,4.5,,0.0
0.1574,0.2767,0.0708,3945.0,0.1011,-121.44499951192506,36.94250177972731,0.202528025830053,-0.1571487950845435,0.0627954257882564,-0.2177949709864604,0.1387999951839447,0.2093,2018-09-26,2018-09-22,35.28012488000002,3.5961570809161723,4,1,0.0,1.15,4.9075,2018-09-26,36.8,0.0866,0.0
0.02154,0.0215124999999999,0.0103749999999999,5161.89990234375,0.033035,-80.11493849605336,26.38942823990332,,0.1849526969465991,-0.0267156170573285,0.2106275767292716,0.0227225,,2017-09-06,2017-09-07,35.40659162000003,3.7128937050818593,1,0,11.48,2.08,4.4839,2017-09-06,1.259,0.0984034,0.0
0.0202,0.0109,0.0182,469.6000061035156,0.021,-84.29711153767603,32.070019763121735,-0.1249999788124109,0.0769230983196165,0.0575916444891587,0.0194174757281553,0.0179999992251396,0.014,2017-09-06,2017-09-07,27.449441060000023,2.672651928472648,1,1,0.5,1.9,3.611,2017-09-06,0.511,0.0350809,0.0
0.0117499999999999,0.014995,0.0226125,68.36107635498047,0.0427974999999999,-104.1861157710786,35.38528113253978,,0.3708360025624597,-0.2514135541928813,0.5691828223108304,0.0196425,,2016-07-13,2016-07-09,32.15605460000006,1.8411158239635623,4,0,0.0,2.9,8.6839,2016-07-13,,0.015,0.0
0.0053425,0.0111725,0.022035,59.96210709,0.0547325,-104.21437755355534,35.47625125313113,,0.2719244734931011,-0.7086372622537324,0.8221389929255098,0.03133,,2016-07-13,2016-07-09,32.81231444000002,1.785059969515025,4,0,0.0,2.9,8.6839,2016-07-13,,0.019,0.0
0.1464,0.2655,0.075,37.52087855,0.0975,-103.29639133788456,36.577225598732184,0.1883033147726706,-0.1286863547389337,0.0737073427629079,-0.2004920049200492,0.1263000071048736,0.1849,2016-11-02,2016-10-31,29.325934039999993,1.5856961835684371,2,1,0.02,2.85,3.7685,2016-11-02,0.21,0.041,0.0
0.0137,0.0318,0.0029,45.12181662,0.0073,-105.23667106106834,36.53278173853249,0.541666668581052,-0.0266666639592912,0.2803738342720261,-0.3047619047619047,0.0076999999582767,0.0259,2016-11-01,2016-10-31,12.26496276855471,1.6639064047047123,1,1,0.01,1.47,2.9702,2016-11-01,0.17,0.20450000000000002,0.0
0.0163,0.0043,0.0338,27.80644681,0.0556,-103.53444936582488,35.33555769669281,-0.691729333669754,0.4238156046992272,-0.1597938337938879,0.5465924895688457,0.0225000008940696,0.0041,2016-07-14,2016-07-10,29.155033040000035,1.4594896926442953,4,1,0.05,4.24,7.962,2016-07-14,,0.016,0.0
0.0284,0.0193,0.0496,45.69050768,0.0669,-103.44917351727877,35.343057904664704,-0.3410404686333679,0.3156342119663042,-0.1012658297351834,0.40398740818468,0.034800000488758,0.0171,2016-07-14,2016-07-10,29.093508680000017,1.6692285961716258,4,1,0.05,4.24,7.962,2016-07-14,,0.016,0.0
0.0633,0.16,0.0276,1797.25,0.043,-119.45700294836831,36.338601264958086,0.7582211005027442,0.0539215494585339,0.242394486320836,-0.1909689557855127,0.0386000014841556,0.2807,2019-09-10,2019-09-09,30.023210120000044,3.2548500689728237,1,1,0.0,1.75,6.7428,2019-09-10,,0.0313,0.0
0.0134,0.005,0.0234,25.4950008392334,0.0246,-78.62999541784113,35.97000305367814,-0.8732394344647993,0.2981530425691979,0.003745327427076,0.2947368421052632,0.0132999997586011,0.0009,2021-12-07,2021-12-06,17.069192504882835,1.423163937606696,1,1,0.0,0.33,2.4245,2021-12-07,0.11,0.03,0.0
0.1539249999999999,0.1564825,0.045685,39.21200180053711,0.0787399999999999,-76.82000170923692,35.48000135711708,,-0.0513538748832866,0.2763796177287616,-0.3231470139470914,0.0872649999999999,,2019-03-13,2019-03-14,13.004888540000024,1.6043556933289154,1,0,1.2,1.4,5.993,2019-03-13,,0.08,0.0
0.0873749999999999,0.083305,0.0495075,51.79800033569336,0.065925,-76.81691601130792,35.4774507513145,,-0.0610980559709462,0.0795033358042994,-0.1399217221135027,0.0745049999999999,,2014-05-06,2014-05-03,24.14421572000003,1.7226174744349585,3,0,0.77,1.45,6.901,2014-05-06,,0.06,0.0
0.0784,0.1366,0.0246,27.375999450683594,0.0424,-78.76999781361617,35.86999879435251,0.8895056833201165,0.339652448657188,0.5790533736153071,-0.2980132450331126,0.0209,0.3574,2020-05-07,2020-05-03,18.039631999999983,1.4529511670566024,4,1,5.11,0.32,8.2682,2020-05-07,0.08,0.05,0.0
0.0936724999999999,0.0843499999999999,0.05058,25.233999252319336,0.0760175,-76.72676636531041,36.20983134473667,,-0.0381032219287283,0.0662018922956533,-0.1040426660380692,0.08204,,2015-06-29,2015-06-30,28.28001992000003,1.4188645018301425,1,0,22.79,1.65,7.805,2015-06-29,,0.08,0.0
0.1032974999999999,0.0957624999999999,0.0584999999999999,78.8949966430664,0.0882549999999999,-76.69611450466904,36.04760033021021,,-0.0180523490306253,0.060562892234243,-0.0785293848944807,0.0915,,2015-06-29,2015-06-30,29.137942940000016,1.9025195828390875,1,0,22.79,1.65,7.805,2015-06-29,,0.07,0.0
0.0211,0.0121,0.0148,132.2209930419922,0.0201,-78.12000357125747,35.68999826212806,-0.0421686866501146,0.0748662982549247,0.0989583214779689,-0.0242718446601941,0.0173000004142522,0.0159,2020-05-13,2020-05-10,18.97958749999998,2.124572666605408,3,1,0.05,1.07,4.8893,2020-05-13,,0.04,0.0
0.0296525,0.0165349999999999,0.0288549999999999,134.26400756835938,0.0470325,-78.81999771372845,35.74999992590323,,0.1046327285538136,-0.1249723349317595,0.2266414553041664,0.0381225,,2020-05-13,2020-05-10,18.00886982000003,2.1311822504487874,3,0,0.06,0.76,4.8893,2020-05-13,,0.05,0.0
0.0008324999999999,0.0050399999999999,0.02737,82.42116028,0.0621849999999999,-104.21437755355534,35.47625125313113,,0.2287704391641553,-0.9582314205079968,0.973578767802595,0.03903,,2016-09-28,2016-09-27,24.366387020000047,1.9212762260240432,1,0,0.0,2.19,6.0926,2016-09-28,,0.036,0.0
0.1701,0.2399,0.1124,4526.2998046875,0.1357,-121.24899972512084,37.88169993910935,0.0898550558941528,-0.0727707716553155,0.0400488980272896,-0.1124918247220406,0.1570000052452087,0.188,2021-06-09,2021-06-13,35.88169640000001,3.655839255089509,4,1,0.0,3.81,8.7864,2021-06-09,0.32,,0.0
0.019,0.0134,0.0337,29.26806773,0.0618,-107.18778194071096,33.15750086893506,-0.6344086021505376,0.4609929078014184,-0.0909090909090909,0.5297029702970297,0.0228,0.0051,2020-08-06,2020-08-01,31.995407660000012,1.4809846971051088,5,1,3.3600000000000003,2.14,6.4186,2020-08-06,,0.012,0.0
0.0443,0.017,0.027,1694.1590576171875,0.0425,-86.36162627530989,41.55087570003835,-0.0441767171233647,0.2408759026911283,0.2603129349063365,-0.02073732718894,0.0260000005364418,0.0238,2021-08-30,2021-09-02,24.649346923828148,3.229210454518183,3,1,4.04,1.57,5.6652,2021-08-30,0.13,0.088,0.0
0.4816,0.4042,0.5131,1402.239990234375,0.4778,-86.36162627530989,41.55087570003835,0.0501213412396102,0.0298523495931627,0.0338091608554314,-0.0039608088388575,0.4501000046730041,0.4976,2017-08-29,2017-08-29,21.725259399414085,3.14713195293947,0,1,6.220000000000001,1.4,5.0011,2017-08-29,,0.065,0.0
0.0651,0.1521,0.0084,3240.0,0.0327,-117.26899786616036,33.513002700421026,0.8802153459559483,0.2950495161087931,0.5705669563736493,-0.3312883435582823,0.017799999564886,0.2794,2017-05-31,2017-06-03,27.333947753906273,3.51067903103221,3,1,0.0,2.18,3.924,2017-05-31,0.6,,0.0
0.0151324999999999,0.0159024999999999,0.00911,242.8000030517578,0.0245374999999999,-99.77111076795026,47.1734097275409,,0.2045161686199913,-0.0342241723175111,0.2370809175699521,0.0162049999999999,,2017-06-01,2017-06-03,22.05580550000002,2.3870337067186287,2,0,0.19,4.61,8.4854,2017-06-01,2.75,0.0633475,0.0
0.0619,0.0147,0.0306,2234.5400390625,0.058,-88.03653151749997,42.89263258432337,-0.3114753904003482,0.2340425735363979,0.2645556890674995,-0.0325271059216012,0.0359999984502792,0.0189,2017-09-14,2017-09-18,25.98994651999999,3.349382452592861,4,1,0.07,1.95,5.2123,2017-09-14,1.7,0.115,0.0
0.0867,0.1727,0.0264,2040.875,0.0537,-117.13799839541224,33.474199603053954,0.7430350678126343,0.1560818026105361,0.3772835532937134,-0.235042735042735,0.0392000004649162,0.2659,2017-09-14,2017-09-18,31.988626098632835,3.3100291518195126,4,1,0.04,2.26,4.8794,2017-09-14,1.3,0.215,0.0
0.0326,0.0087,0.0365,545.7329711914062,0.0436,-76.6593938074939,41.80496865536685,-0.3694581178498858,0.2212885266719731,0.079470210446571,0.1443569553805775,0.0277999993413686,0.0128,2017-09-18,2017-09-18,20.99158630371096,2.7377752651751037,0,1,0.5399999999999999,0.21,5.0148,2017-09-18,0.04,1.516,0.0
0.2844,0.3548,0.1757,172.13299560546875,0.2182,-76.66693860647634,41.80277923674961,0.3139255793477294,-0.0232766237295018,0.1087719398214922,-0.1317150815758057,0.2285999953746795,0.4378,2017-09-18,2017-09-18,20.99158630371096,2.238379843402899,0,1,0.5399999999999999,0.21,5.0148,2017-09-18,0.04,1.516,0.0
0.0068,0.0041,0.0145,290.8999938964844,0.018,-99.61888151708666,47.05284901235888,-1.0,0.4285714355827459,-0.028571419989576,0.4516129032258064,0.0071999998763203,0.0,2017-09-14,2017-09-18,27.211282348632835,2.465234085907085,4,1,0.72,3.43,2.1456,2017-09-14,0.89,0.02,0.0
0.1207,0.2156,0.0738,5600.0,0.0963,-121.0230035655301,37.4052985007613,0.414919023236228,-0.0673123612674563,0.0454742186385985,-0.112442396313364,0.1102000027894973,0.2665,2019-08-13,2019-08-13,40.195237640000016,3.748265572668741,0,1,0.0,1.76,7.9306,2019-08-13,0.16,,0.0
0.1771,0.2533,0.1095,1937.3825,0.1427,-120.75900248766082,37.41249994896262,0.2136959725006681,-0.0630334827994414,0.0448377618597479,-0.107567229518449,0.1618999987840652,0.2499,2019-08-13,2019-08-13,48.61382090000001,3.287439480273207,0,1,0.0,1.61,7.7165,2019-08-13,0.15,,0.0
0.2321,0.3491,0.0912,6227.5,0.1276,-120.98300096997968,37.320401675804746,0.2235147365911881,-0.1885532713829352,0.1078758824430786,-0.290519877675841,0.1869000047445297,0.2945,2019-08-13,2019-08-13,45.335939720000056,3.7943834687844658,0,1,0.0,1.76,7.7165,2019-08-13,0.17,,0.0
0.1322,0.2169,0.065,3021.797119140625,0.0912,-120.47499788246584,37.25829977543341,0.4977908572669476,-0.0573643565326439,0.1275053152439989,-0.1835273052820054,0.1023000031709671,0.3051,2021-09-22,2021-09-18,41.620551980000016,3.480408999644082,4,1,0.05,1.6,5.1574,2021-09-22,0.34,,0.0
0.0433,0.1241,0.0199,4650.046875,0.0301,-121.35800245037235,37.81890241897367,0.8414934778216856,0.1444866725617714,0.3161094046095212,-0.1798365122615804,0.0225000008940696,0.2614,2020-09-15,2020-09-16,29.9001614,3.667550716516731,1,1,0.0,2.13,5.2435,2020-09-15,0.15,,0.0
0.1606,0.3387,0.0491,1637.7845458984375,0.0788,-121.46399528241274,37.96739940225552,0.3014430539402468,-0.2477327223237638,0.1026432962311972,-0.341687552213868,0.1307000070810318,0.2435,2020-09-15,2020-09-16,39.07412708000004,3.2145218598071743,1,1,0.0,2.13,5.2435,2020-09-15,0.361,,0.0
0.1835975,0.29731,0.0862474999999999,5980.0,0.1079175,-121.67999859654272,36.69020138302229,,-0.0801636514735025,0.1832594860227182,-0.2596092825412072,0.1267275,,2016-09-21,2016-09-24,40.919857879999995,3.776773802412107,3,0,0.0,3.57,5.3849,2016-09-21,0.67,0.95,0.0
0.147,0.2757,0.0708,38.12691649,0.0985,-103.29639133788456,36.577225598732184,0.3656493169041888,-0.0366748107296245,0.1620553417175565,-0.1975560081466394,0.1059999987483024,0.2282,2016-08-23,2016-08-19,34.70589752000001,1.5924756234144966,4,1,1.4500000000000002,4.37,7.2569,2016-08-23,0.14,0.05,0.0
0.01,0.0122,0.0243,3612.5,0.0326,-121.4980003870463,38.247002874710795,-0.7126436754293353,0.3726315837270995,-0.1967871432588864,0.5305164319248825,0.0148999998345971,0.0025,2021-06-16,2021-06-13,36.240090942382835,3.5579280590540248,3,1,0.0,2.68,8.2284,2021-06-16,0.079,,0.0
0.106,0.1488,0.0813,5300.0,0.0925,-121.50700331207324,38.209800594621896,0.1006258946585371,-0.0048413207019453,0.063189560570218,-0.0680100755667506,0.0934000015258789,0.1143,2021-06-16,2021-06-13,36.240090942382835,3.7243578042264263,3,1,0.0,2.68,8.2284,2021-06-16,0.066,,0.0
0.0359,0.0378,0.0534,3097.5,0.0589,-121.51200196435418,38.57540228999392,-0.1050359947097375,0.2106885692890291,-0.0336473992265486,0.2426160337552742,0.0384000018239021,0.0311,2021-06-16,2021-06-13,42.169778442382835,3.4911515004856977,3,1,0.0,1.45,8.2284,2021-06-16,1.1152,,0.0
0.1283,0.2346,0.0421,4390.0,0.0706,-121.12200006801766,37.53939704674157,0.4169530267544595,-0.1809744882088262,0.1151673081000292,-0.290095525389643,0.1018000021576881,0.2474,2017-10-10,2017-10-07,28.515863299999975,3.642563437104388,3,1,0.01,1.9,4.6337,2017-10-10,0.16,0.17,0.0
0.1822,0.2908,0.0938,729.2210083007812,0.1283,-120.60799948958692,37.45420146201444,0.2000947248818648,-0.13660833893885,0.0378809513083048,-0.1735909822866344,0.1688999980688095,0.2534,2017-10-10,2017-10-07,27.340064420000033,2.863454323351941,3,1,0.0,1.76,4.9222,2017-10-10,0.08,,0.0
0.1415,0.2356,0.0767,494.75299072265625,0.1122,-120.75900248766082,37.41249994896262,0.3412739254860688,-0.0626566707292315,0.05321917441556,-0.1154907370910524,0.1272000074386596,0.259,2017-10-10,2017-10-07,28.960205900000005,2.695265342847948,3,1,0.0,1.76,4.9222,2017-10-10,0.13,,0.0
0.1964,0.2575,0.083,937.6370239257812,0.114,-120.56099610538256,37.21410116579165,0.2579572249221036,-0.1561806275823367,0.1140101890041403,-0.2654639175257731,0.1562000066041946,0.2648,2017-10-10,2017-10-07,29.27466374000005,2.972497680677182,3,1,0.0,1.88,4.9222,2017-10-10,0.51,,0.0
0.2466,0.4078,0.1099,979.9714965820312,0.1558,-120.96700171539987,37.45829937588256,0.1807720954176326,-0.1723771487056897,0.0554247902398143,-0.2256461232604374,0.2206999957561493,0.3181,2017-10-10,2017-10-07,27.712628600000016,2.9916563885654943,3,1,0.01,1.9,4.9222,2017-10-10,0.11,,0.0
0.1991,0.3414,0.0827,1229.3299560546875,0.116,-121.62100023050458,36.66189946863607,0.2191142072574805,-0.1816578603682168,0.0861974780906463,-0.2637258013329102,0.1675000041723251,0.2615,2018-08-15,2018-08-18,28.675256347656273,3.0900215983311887,3,1,0.02,2.59,7.4563,2018-08-15,0.23090000000000002,,0.0
0.2279,0.362,0.1167,2158.824462890625,0.1533,-121.00300003820436,37.44189880220797,0.3076338742722513,-0.0864123994735825,0.1111652814808625,-0.195697796432319,0.1823000013828277,0.3443,2018-08-14,2018-08-18,33.41730398000004,3.334418455828786,4,1,0.0,3.53,7.0387,2018-08-14,0.49,,0.0
0.1871,0.2625,0.107,1654.0670166015625,0.1449,-120.75900248766082,37.41249994896262,0.1924583599417084,-0.0645577938984724,0.0630681671293007,-0.1271084337349397,0.164900004863739,0.2435,2018-08-14,2018-08-18,44.77880246000001,3.2188155838223063,4,1,0.04,3.2,7.2816,2018-08-14,0.14,,0.0
0.2202,0.2874,0.0989,2885.02392578125,0.1328,-120.56099610538256,37.21410116579165,0.2478741513042997,-0.1423958652514731,0.1090405456748458,-0.2475920679886686,0.1768999993801117,0.2935,2018-08-14,2018-08-18,49.270080740000026,3.4602999271704,4,1,0.0,3.79,7.2816,2018-08-14,0.34,,0.0
