,NIR,SWIR,blue,cyanobacteria_abundance,green,longitude,latitude,ndci,ndti,ndvi,ndwi,red,red_edge,sample_date,satellite_date,temp_c,log_abundance,days_difference,is_s2
24,0.0571,0.0192,0.0358,819.0,0.053,-95.37599781462131,39.84500200103209,-0.1612903440538552,0.2155963092532544,0.2508214470291826,-0.0372388737511353,0.0342000015079975,0.0247,2017-08-21,2017-08-23,29.9299255371094,2.9138138523837167,2,1
25,0.0554,0.0463,0.0285,507.1499938964844,0.0444,-94.67292689242346,38.97249861610644,0.3374233232235434,0.0802919823963286,0.1888412129692572,-0.1102204408817634,0.0377999991178512,0.0763,2017-08-21,2017-08-23,34.39485769999999,2.7059919246982806,2,1
26,0.1091,0.1051,0.0543,288.88299560546875,0.0822,-95.70697013121227,38.51613191879152,0.3179250198605417,0.106325714316241,0.2433048506521786,-0.1406168322007318,0.0663999989628791,0.1283,2017-08-28,2017-08-23,29.021730260000027,2.462222740600577,5,1
27,0.0185,0.0053,0.0254,177.75999450683594,0.0312,-94.33310771934244,44.99940176353969,-0.1462686799570503,0.2380952156928124,-0.0185676629978319,0.255533199195171,0.019200000911951,0.0143,2017-08-23,2017-08-23,19.46576843261721,2.2522703326427695,0,1
28,0.0392,0.0064,0.0346,586.219970703125,0.0428,-94.9572926848038,45.01081706223649,-0.3258426993381735,0.1839557370441523,0.1411935923717421,0.0439024390243902,0.0295000001788139,0.015,2017-08-22,2017-08-23,21.265161132812523,2.7688008170351988,1,1
29,0.0158,0.0108,0.0286,610.1270141601562,0.0291,-91.30297018948384,48.04964983914933,0.0819672308231486,0.2679738727570845,-0.0306748288143668,0.2962138084632516,0.0167999994009733,0.0198,2017-08-22,2017-08-23,23.13248180000005,2.786131481627507,1,1
30,0.1488,0.2135,0.0876,4519.787109375,0.1094,-121.29199883657924,37.77049887703852,0.4259773133485847,-0.0197132470413346,0.1332825733786325,-0.1525948876839659,0.1137999966740608,0.2827,2017-08-22,2017-08-23,41.89399358000003,3.655214055939265,1,1
31,0.0451,0.0082,0.0225,1551.77001953125,0.0321,-93.91277947674148,44.78813847382952,0.1449631380883293,0.2969696905666219,0.4431999943569946,-0.1683937823834197,0.017400000244379,0.0233,2017-08-24,2017-08-23,21.77051696777346,3.1911071372194106,1,1
32,0.4155325,0.3272575,0.1357749999999999,1335.81201171875,0.2169275,-87.07597872317297,39.74693745066471,,0.0134253662923448,0.3260705666473862,-0.3140198589634127,0.2111799999999999,,2017-08-22,2017-08-23,17.127020660000028,3.126070339189146,1,0
33,0.0891624999999999,0.05784,0.0289649999999999,9.135000228881836,0.065375,-96.90461778765206,39.0944728663224,,0.1343179994360943,0.282406242134407,-0.1539270403623713,0.0498925,,2015-08-10,2015-08-12,33.77619607999998,1.0058237628368338,2,0
34,0.0731574999999999,0.00933,0.024455,4.724999904632568,0.0730199999999999,-96.97297580680136,39.21067258067415,,0.2819522471910111,0.2828178769480306,-0.0009406372389732528,0.0408999999999999,,2015-08-10,2015-08-12,30.105242599999997,0.7577754837774191,2,0
35,0.054485,0.0312199999999999,0.0162599999999999,7.370999813079834,0.0222274999999999,-72.52543702556214,41.40908074563982,,0.0723029608635346,0.4782608695652175,-0.4204986149584491,0.0192299999999999,,2015-08-10,2015-08-12,27.67161236000004,0.9227773322312232,2,0
36,0.0117224999999999,0.0075699999999999,0.0162875,63.0,0.0325949999999999,-96.90589754965438,39.07775123737197,,0.2381766381766382,-0.2622138305404766,0.4709764765611778,0.0200549999999999,,2015-08-17,2015-08-12,29.076418579999995,1.806179973983887,5,0
37,0.0574275,0.058555,0.0471149999999999,39.689998626708984,0.0748625,-96.94027721877644,39.08555020511446,,0.1085198141669905,-0.023611671944403,0.1317937863784108,0.060205,,2015-08-10,2015-08-12,31.02810800000003,1.6094876751958087,2,0
38,0.0768975,0.0374349999999999,0.0108975,42.962398529052734,0.0311649999999999,-72.42858980978235,41.798302299291954,,0.1746525323910485,0.5567083354420773,-0.4232041642567959,0.0218974999999999,,2015-08-11,2015-08-12,27.247777880000054,1.6430813789178718,1,0
39,0.09326,0.0893275,0.0168375,141.75,0.0478025,-97.20233858768746,38.047721189531245,,0.0886162429901221,0.3994597839135654,-0.3222507753655295,0.04002,,2015-08-10,2015-08-12,31.879194980000022,2.1545761169178856,2,0
40,0.3039925,0.0658425,0.0386999999999999,567.6300048828125,0.0886675,-97.00559413100731,39.21155102358168,,0.1717074943424899,0.6581145299961136,-0.5483751846381093,0.06268,,2015-08-10,2015-08-12,32.091112220000014,2.7548297723632653,2,0
41,0.0403775,0.029955,0.0346849999999999,340.20001220703125,0.0682349999999999,-96.9110478113711,39.16521650453531,,0.1609527860484899,-0.0996460127658386,0.2564852111865575,0.049315,,2015-08-17,2015-08-12,30.14967686,2.5330090380331356,5,0
42,0.1425675,0.107615,0.0335024999999999,768.5999755859375,0.0844875,-97.47039744751535,38.47890734319736,,0.0343402809659352,0.2876109191898666,-0.2557970535773272,0.0788774999999999,,2015-08-10,2015-08-12,30.030046159999984,2.886265045252609,2,0
43,0.308695,0.2351875,0.064385,1077.66650390625,0.1168274999999999,-121.08499844747617,37.5476998929031,,-0.0251275150984136,0.4306503377399807,-0.4508986011315501,0.12285,,2015-08-11,2015-08-12,36.01499918000002,3.0328871926897105,1,0
44,0.2793525,0.20282,0.042,4400.0,0.077805,-121.22399754551418,37.60029944892955,,-0.0854943214374916,0.5030871255431054,-0.5643098632956048,0.0923525,,2015-08-11,2015-08-12,38.28798247999998,3.643551368562945,1,0
45,0.2675,0.2542725,0.0526424999999999,6840.0,0.102775,-121.2289961977951,37.610599972363,,-0.0690037819598251,0.3877720422297736,-0.4448720545540476,0.11801,,2015-08-11,2015-08-12,33.57453290000001,3.8351195904245494,1,0
46,0.3491475,0.2821025,0.0553099999999999,2298.85400390625,0.1018675,-121.01200296323128,37.515001304878176,,-0.0566623065436572,0.5073744879952078,-0.5482744476347793,0.114105,,2015-08-11,2015-08-12,37.853893940000034,3.361700267621786,1,0
47,0.1013999999999999,0.0871275,0.0519,16.065000534057617,0.079235,-96.90461778765206,39.0944728663224,,0.0029588139428174,0.1256192154522874,-0.1227060093558833,0.0787674999999999,,2015-08-31,2015-08-28,27.869857519999982,1.2321063062061182,3,0
48,0.182415,0.2005374999999999,0.0720025,4.724999904632568,0.1433924999999999,-96.90589754965438,39.07775123737197,,0.0487753590725825,0.1675680865363075,-0.1197716442991644,0.1300549999999999,,2015-08-31,2015-08-28,23.392251320000018,0.7577754837774191,3,0
49,0.0958725,0.06246,0.0141425,16.065000534057617,0.04849,-96.93034680073042,39.15057727577685,,0.1636669066474683,0.4668094627933219,-0.328218893410685,0.0348499999999999,,2015-08-31,2015-08-28,27.080294900000013,1.2321063062061182,3,0
50,0.45021,0.42062,0.2652725,7.875,0.3265425,-97.00559413100731,39.21155102358168,,-0.0128442031039213,0.1466666666666666,-0.1592109455714658,0.33504,,2015-08-24,2015-08-28,23.457193700000005,0.9481683617271317,4,0
51,0.0606174999999999,0.0326499999999999,0.036005,15.75,0.0777224999999999,-96.9110478113711,39.16521650453531,,0.0875413219526698,-0.036498380719636,0.1236446436316321,0.0652099999999999,,2015-08-31,2015-08-28,26.40352694000001,1.224014811372864,3,0
52,0.1172675,0.12362,0.0469499999999999,8.845199584960938,0.08875,-72.22473308692196,41.50156696058934,,-0.1009813232035454,0.0379721625987476,-0.1384227068088877,0.1086874999999999,,2015-08-25,2015-08-28,30.300069740000023,0.9932245247167588,3,0
53,0.1198799999999999,0.0651824999999999,0.0261049999999999,198.4499969482422,0.0558325,-97.20233858768746,38.047721189531245,,0.0477352161572566,0.4051868131868132,-0.3645016717649568,0.0507449999999999,,2015-08-24,2015-08-28,30.99734582000002,2.2998340340007766,4,0
54,0.2909025,0.253805,0.1208974999999999,826.5599975585938,0.19171,-96.97297580680136,39.21067258067415,,0.016402351335052,0.22118906438579,-0.2055323888212593,0.1855224999999999,,2015-08-31,2015-08-28,20.278435100000024,2.917799489655078,3,0
55,0.1691599999999999,0.12549,0.0420824999999999,714.4199829101562,0.0849825,-97.47039744751535,38.47890734319736,,0.0481637939008975,0.3734281915703369,-0.3312216571411706,0.0771724999999999,,2015-08-24,2015-08-28,30.617945599999985,2.8545610665739374,4,0
56,0.0546225,0.0177174999999999,0.0130424999999999,292.5234069824219,0.0446675,-72.42858980978235,41.798302299291954,,0.2761687082604193,0.366288340680987,-0.1002618592003224,0.0253349999999999,,2015-08-25,2015-08-28,27.398170760000028,2.4676427397164065,3,0
57,0.1010424999999999,0.1138024999999999,0.0399924999999999,17.010000228881836,0.06433,-96.90461778765206,39.0944728663224,,-0.0074254083974616,0.2149277061352091,-0.2219988208438524,0.0652924999999999,,2013-09-03,2013-09-07,33.810376280000014,1.255513718338807,4,0
58,0.1904175,0.1451525,0.0415049999999999,18.836999893188477,0.0778599999999999,-96.96101203867498,39.20983872877715,,0.0652802243847378,0.4719114151545019,-0.4195562430692102,0.0683174999999999,,2013-09-03,2013-09-07,38.99551262,1.2974759909857705,4,0
59,0.1070924999999999,0.1124275,0.0608925,19.21500015258789,0.084295,-96.90461778765206,39.0944728663224,,-0.017469221242806,0.1018597113974843,-0.1191169747240544,0.0872925,,2015-09-14,2015-09-13,26.208699799999977,1.3056737489478567,1,0
60,0.025005,0.0171949999999999,0.0266275,9.449999809265137,0.04508,-96.90589754965438,39.07775123737197,,0.1183676000868298,-0.1739686996737829,0.286437896839552,0.0355375,,2015-09-14,2015-09-13,25.00213874000002,1.019116282520269,1,0
61,0.078135,0.0831124999999999,0.0238224999999999,158.1300048828125,0.0476375,-97.20233858768746,38.047721189531245,,0.0471506292245973,0.2863581174243203,-0.2424814645490867,0.0433475,,2015-09-14,2015-09-13,27.57590779999998,2.2017520761043277,1,0
62,0.0379849999999999,0.0130699999999999,0.048875,241.9199981689453,0.0775024999999999,-96.97297580680136,39.21067258067415,,0.0601894600047876,-0.2879203280609257,0.3421798895984413,0.0687025,,2015-09-14,2015-09-13,23.65885688000003,2.38546326917695,1,0
63,0.2656575,0.1733675,0.039525,110.25,0.077805,-97.00559413100731,39.21155102358168,,0.0262988672525517,0.565107887178732,-0.5469374385849983,0.0738174999999999,,2015-09-14,2015-09-13,25.86689780000006,2.046300019652969,1,0
64,0.055475,0.0351249999999999,0.0497549999999999,104.8949966430664,0.0738174999999999,-96.9110478113711,39.16521650453531,,0.0533694837858084,-0.0891739353514622,0.1418682444844054,0.0663375,,2015-09-14,2015-09-13,24.82098368000004,2.024875440922971,1,0
65,0.09953,0.0493425,0.021485,1842.75,0.06158,-96.0286184675005,39.76732446068106,,0.1279421192416891,0.3528612206062255,-0.2355533486437836,0.0476099999999999,,2015-09-14,2015-09-13,24.65691872000002,3.2657020333222384,1,0
66,0.1697925,0.1778775,0.0593799999999999,5.355000019073486,0.1012899999999999,-96.90461778765206,39.0944728663224,,-0.0368697553902109,0.2178598646164881,-0.2526998238543617,0.109045,,2017-09-05,2017-09-02,30.27614360000001,0.8031155561934904,3,0
67,0.0496725,0.0235199999999999,0.0344925,0.5669999718666077,0.0503325,-96.90589754965438,39.07775123737197,,0.1303054120817427,0.1238122171945702,0.0065996700164991,0.0387275,,2017-09-05,2017-09-02,27.305884220000053,0.19506898867141262,3,0
68,0.2140949999999999,0.188135,0.0472525,2.2049999237060547,0.0804449999999999,-96.93034680073042,39.15057727577685,,0.0295642157803802,0.4769246688741723,-0.4537584029333876,0.0758249999999999,,2017-09-05,2017-09-02,30.06422636000002,0.5058280235166023,3,0
69,0.0782999999999999,0.0590775,0.0498925,6.929999828338623,0.071095,-96.9110478113711,39.16521650453531,,0.0620308473690107,0.1099298320221133,-0.048227852337762,0.06279,,2017-09-05,2017-09-02,28.748288660000014,0.8992731779163945,3,0
70,0.008,0.0022,0.0131,8.529399871826172,0.0278,-121.16499917947604,40.51310019366778,-1.0,0.5617977620918798,0.0126582414098056,0.553072625698324,0.0077999997884035,0.0,2017-08-31,2017-09-02,23.93913452000004,0.9790655511565833,2,1
71,0.0808,0.0179,0.0992,25.700000762939453,0.0998,-117.81340059557346,44.85987649157735,-0.0131670174062801,0.1544245187066844,0.0500324843995915,0.1052048726467331,0.0731000006198883,0.0712,2017-08-29,2017-09-02,27.08713094000001,1.4265112737743277,4,1
72,0.0049,0.0035,0.0089,27.770000457763672,0.0076,-71.30329106793475,43.48232640313632,-0.1264367874444499,0.2159999943466186,-5.9300539254684045e-09,0.216,0.0049000000581145,0.0038,2017-08-30,2017-09-02,18.624113420000015,1.458939868800449,3,1
73,0.1519174999999999,0.1417975,0.0198625,98.94000244140624,0.0683725,-93.03256184699336,47.55973732460934,,0.0440940673436667,0.4163811388480993,-0.3792500794407371,0.0625974999999999,,2017-09-06,2017-09-02,6.138086359999988,1.999739355715826,4,0
74,0.0061,0.004,0.0114,34.524898529052734,0.0086,-116.09269592646343,48.756680443082665,-0.1150442484294493,0.1543624154724337,-0.0161290329083427,0.1700680272108843,0.0063000000081956,0.005,2017-08-29,2017-09-02,22.12416589999998,1.5505328461115298,4,1
75,0.0081,0.0034,0.0123,41.650001525878906,0.0094,-69.90858235864005,46.05712728802336,-0.0909090823912094,0.1325301289199347,0.0588235379709092,0.0742857142857143,0.0071999998763203,0.006,2017-08-29,2017-09-02,16.689514099999997,1.6299190510411918,4,1
76,0.0942,0.0206,0.1148,71.29000091552734,0.1126,-116.1556004650244,48.13497027870597,0.0094182776818622,0.1148514803456695,0.0261437859859539,0.0889748549323017,0.0894000008702278,0.0911,2017-08-30,2017-09-02,22.650540980000017,1.8590782302471558,3,1
77,0.0727,0.128,0.0464,376.813333,0.0561,-121.67500440336286,36.90529949963841,0.1288423633028164,-0.0855745896288318,0.0437903628768033,-0.1288819875776397,0.066600002348423,0.0863,2017-09-06,2017-09-02,40.48918736000002,2.5772772800711343,4,1
78,0.1409,0.2248,0.0836,280.9999995,0.1054,-121.56099856672942,36.87549932729824,0.5633802703798159,-1.6569412392171636e-08,0.1441331547045671,-0.1441331709297604,0.1054000034928321,0.3774,2017-09-06,2017-09-02,43.09030058000002,2.4502491075493356,4,1
79,0.2049,0.2272,0.1301,571.3066663,0.1478,-122.01699961775796,36.980702898452186,0.179153091081349,-0.0513478853839736,0.1114727386168169,-0.1618939608732634,0.1638000011444091,0.2353,2017-09-06,2017-09-02,45.69141380000002,2.7576288046545767,4,1
80,0.1871,0.2925,0.1052,374.8533333,0.1297,-121.54799582805757,36.91679952125525,0.1810119817562483,-0.0952215024267599,0.0874745547688722,-0.1811868686868686,0.1570000052452087,0.2264,2017-09-06,2017-09-02,45.78711836000002,2.575018406191472,4,1
81,0.0498,0.1247,0.0215,568.4066663,0.0331,-122.06400300196236,37.049600468828984,0.824817516858808,0.1593695229095738,0.3495934921199574,-0.2014475271411339,0.0240000002086162,0.25,2017-09-06,2017-09-02,38.97842251999998,2.7554225473215745,4,1
82,0.6796,0.6176,0.3965,487.6799998,0.5201,-121.95599911534684,36.98010091980997,0.0686772332848026,-0.0906547613674543,0.042811125658199,-0.1329499041427023,0.6237999796867371,0.7158,2017-09-06,2017-09-02,46.53224671999999,2.6890245650272715,4,1
83,0.0248,0.0024,0.0353,242.8730010986328,0.0373,-118.05210073406548,44.681271657982634,-0.208955217957532,0.2110389669566057,0.0101833055818465,0.2012882447665056,0.0242999996989965,0.0159,2017-08-29,2017-09-02,23.17008002,2.3871637227290066,4,1
84,0.107395,0.11834,0.0481324999999999,19.530000686645508,0.08039,-96.90461778765206,39.0944728663224,,-0.019619201512218,0.124540254708708,-0.1438080783875176,0.0836075,,2014-09-29,2014-09-26,28.42357676000006,1.3123889638959865,3,0
85,0.0231899999999999,0.0178824999999999,0.0215674999999999,75.91500091552734,0.0349599999999999,-96.90589754965438,39.07775123737197,,0.1800843881856537,-0.0231676495366473,0.2024075666380052,0.02429,,2014-09-29,2014-09-26,24.41423930000002,1.8860110495478004,3,0
86,0.0277,0.0102925,0.03727,456.1199951171875,0.07588,-96.97297580680136,39.21067258067415,,0.2242905834661074,-0.2689122760713931,0.4651477119134968,0.0480774999999999,,2014-09-29,2014-09-26,24.41082128000005,2.6600302183996702,3,0
87,0.30248,0.1951475,0.0284975,204.75,0.07588,-97.00559413100731,39.21155102358168,,0.0288987948948287,0.6171185319335201,-0.5989005180251612,0.0716175,,2014-09-29,2014-09-26,26.26680614000003,2.3133398438843074,3,0
88,0.04541,0.0292675,0.0357849999999999,297.3599853515625,0.0695,-96.9110478113711,39.16521650453531,,0.1631555825191941,-0.0481331062491811,0.2096423287790444,0.0500025,,2014-09-29,2014-09-26,25.93525820000002,2.474740577157544,3,0
89,0.1575,0.12263,0.039525,154.97999572753906,0.06367,-97.41757493643624,37.7116699568404,,0.0325562538009324,0.4505767769565517,-0.4242437943663246,0.059655,,2014-09-29,2014-09-26,32.11845638,2.193068904109477,3,0
90,0.086,0.0787125,0.0449974999999999,17.639999389648438,0.0716724999999999,-96.90461778765206,39.0944728663224,,0.0335081742641357,0.1239993465120079,-0.0908687310723179,0.067025,,2014-07-07,2014-07-08,30.341085980000003,1.2704458937973446,1,0
91,0.0379299999999999,0.0266275,0.048105,10.710000038146973,0.0765675,-96.97297580680136,39.21067258067415,,0.0851595301787518,-0.2597580015612803,0.3374527828118519,0.06455,,2014-07-07,2014-07-08,27.893783660000057,1.0685568964871386,1,0
92,0.1985575,0.17642,0.0575375,1.5750000476837158,0.0930675,-96.99194482268273,38.66527993082718,,0.0228181281167145,0.3814016992929757,-0.3617316759537075,0.088915,,2014-07-07,2014-07-08,30.35817608000002,0.4107772414194523,1,0
93,0.055145,0.0497549999999999,0.0544025,12.914999961853027,0.0837175,-96.9110478113711,39.16521650453531,,0.0748515487080725,-0.1329572925060435,0.2057610946079755,0.0720575,,2014-07-07,2014-07-08,28.963623920000032,1.1434832094794747,1,0
94,0.0813525,0.0716724999999999,0.0367474999999999,195.3000030517578,0.0615249999999999,-97.00559413100731,39.21155102358168,,0.0013427188021318,0.1400893404572127,-0.1387727248867036,0.06136,,2014-07-07,2014-07-08,32.01249776000003,2.292920306351721,1,0
95,0.0760449999999999,0.0750275,0.0638624999999999,160.64999389648438,0.08578,-96.94027721877644,39.08555020511446,,0.0471670761295835,-0.0130274663768072,0.0601575776301563,0.0780525,,2014-07-07,2014-07-08,28.17747932000003,2.2085756925496582,1,0
96,0.338285,0.29258,0.067795,1578.1500244140625,0.17807,-97.09306385727172,38.38889147023144,,0.0303933340084192,0.3374913511910645,-0.3102807177232717,0.167565,,2014-07-07,2014-07-08,20.84240840000001,3.1984233913636597,1,0
97,0.0635875,0.03628,0.0295425,1055.25,0.0730199999999999,-97.07582943170014,38.37611168661227,,0.0841065993615912,0.0151463750473947,0.0690481854949395,0.06169,,2014-07-07,2014-07-08,25.69257878000002,3.023766721957749,1,0
98,0.1223274999999999,0.132915,0.0405425,1019.3400268554688,0.0801974999999999,-97.10193746836808,38.36471868342072,,0.0691039976004397,0.2732003694885704,-0.2080237007776818,0.06983,,2014-07-07,2014-07-08,20.295525200000043,3.0087449238977895,1,0
99,0.112895,0.084955,0.0407625,18.270000457763672,0.065925,-99.82633673449716,38.0475249890849,,-0.0080686114089035,0.2551384854843866,-0.2626663684151661,0.0669974999999999,,2017-10-30,2017-10-27,11.14206764000005,1.2848817249722269,3,0
100,0.0234,0.0171,0.018,16.3799991607666,0.0246,-95.54975114626988,38.78091779844618,-0.105651125297548,0.0445859674324281,0.019607823276679,0.0249999999999999,0.0225000008940696,0.0182,2017-10-30,2017-10-27,17.161200860000008,1.240049751141736,3,1
101,0.1655,0.2368,0.081,12.914999961853027,0.12,-96.79779110371464,37.10221786125964,0.2877295716300339,-0.0543735222809654,0.1059137990402074,-0.159369527145359,0.1337999999523162,0.2419,2017-10-30,2017-10-27,21.80629004000002,1.1434832094794747,3,1
102,0.1781525,0.203755,0.0615525,47.25,0.0920225,-99.82700114055416,38.0494691571442,,-0.0434500142927677,0.2792108711652037,-0.3187933746645692,0.1003824999999999,,2017-10-30,2017-10-27,12.505857620000029,1.6834973176798114,3,0
103,0.015765,0.0099624999999999,0.0203025,73.08000183105469,0.043045,-98.7952097477973,38.370805356358666,,0.2140741785361726,-0.2773321109328444,0.4638666893385478,0.027865,,2017-10-30,2017-10-27,11.275370420000058,1.8697009844084478,3,0
104,0.0275,0.0188,0.015,181.125,0.0302,-95.70697013121227,38.51613191879152,-0.2321428623189832,0.1866404662323914,0.1410788328122059,0.046793760831889,0.0207000002264976,0.0129,2017-10-31,2017-10-27,14.361842480000009,2.2603695647780464,4,1
105,0.0811,0.1191,0.055,185.8500061035156,0.0661,-95.69083710360093,39.03917555415862,0.2836767015432219,-0.0126960441076107,0.0893216901435266,-0.1019021739130434,0.0678000003099441,0.1215,2017-10-30,2017-10-27,17.397044240000014,2.2714931163720258,3,1
106,0.0582,0.0362,0.0685,6.953000068664551,0.0712,-97.01235412820436,38.6486028928873,-0.0809190751180438,0.1364724718119218,0.0365093557869651,0.1004636785162287,0.0540999993681907,0.046,2021-07-19,2021-07-23,28.858056640625023,0.9005309862023643,4,1
107,0.0716,0.0334,0.0569,8.395999908447266,0.063,-96.99194482268273,38.66527993082718,0.098175505479984,0.0966057500415411,0.1595141758604799,-0.063893016344725,0.0518999993801116,0.0632,2021-07-19,2021-07-23,28.803369140625023,0.9729430038738901,4,1
